slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,field_goal_percentage,made_three_point_field_goals,attempted_three_point_field_goals,three_point_field_goal_percentage,made_two_point_field_goals,attempted_two_point_field_goals,two_point_field_goal_percentage,effective_field_goal_percentage,made_free_throws,attempted_free_throws,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,triple_doubles,awards
jamesmi01,Mike James,POINT GUARD,28,BOSTON CELTICS,55,55,1684,213,510,0.418,86,226,0.381,127,284,0.447,0.502,76,95,0.8,20,156,176,244,70,2,83,113,588,0,
jamesmi01,Mike James,POINT GUARD,28,DETROIT PISTONS,26,0,512,59,147,0.401,20,55,0.364,39,92,0.424,0.469,27,32,0.844,8,50,58,95,26,1,41,43,165,0,
willico02,Corliss Williamson,POWER FORWARD,30,DETROIT PISTONS,79,0,1574,304,602,0.505,0,0,,304,602,0.505,0.505,144,197,0.731,88,168,256,57,30,20,113,204,752,0,6MOY-10
welscji01,Jiří Welsch,SHOOTING GUARD,24,BOSTON CELTICS,81,68,2179,262,612,0.428,69,181,0.381,193,431,0.448,0.484,153,206,0.743,60,236,296,183,101,7,129,176,746,0,
turkohe01,Hedo Türkoğlu,SMALL FORWARD,24,SAN ANTONIO SPURS,80,44,2073,262,645,0.406,101,241,0.419,161,404,0.399,0.484,114,161,0.708,52,306,358,154,80,32,94,165,739,0,
cardibr01,Brian Cardinal,POWER FORWARD,26,GOLDEN STATE WARRIORS,76,11,1634,220,466,0.472,55,124,0.444,165,342,0.482,0.531,238,271,0.878,100,217,317,103,66,20,84,206,733,0,
swiftst01,Stromile Swift,POWER FORWARD,24,MEMPHIS GRIZZLIES,77,10,1528,268,571,0.469,1,4,0.25,267,567,0.471,0.47,190,262,0.725,141,237,378,38,56,118,88,188,727,0,
millemi01,Mike Miller,SMALL FORWARD,23,MEMPHIS GRIZZLIES,65,65,1770,270,616,0.438,80,215,0.372,190,401,0.474,0.503,102,141,0.723,42,174,216,232,59,14,107,162,722,0,
willier01,Eric Williams,SMALL FORWARD,31,BOSTON CELTICS,21,0,513,77,177,0.435,11,32,0.344,66,145,0.455,0.466,78,109,0.716,21,74,95,25,22,1,31,52,243,0,
willier01,Eric Williams,SMALL FORWARD,31,CLEVELAND CAVALIERS,50,36,1373,154,421,0.366,24,95,0.253,130,326,0.399,0.394,137,174,0.787,44,147,191,95,48,8,57,128,469,0,
nestera01,Rasho Nesterović,CENTER,27,SAN ANTONIO SPURS,82,82,2353,328,700,0.469,0,0,,328,700,0.469,0.469,54,114,0.474,257,376,633,114,51,165,107,247,710,0,
davisan01,Antonio Davis,CENTER,35,TORONTO RAPTORS,15,15,538,46,120,0.383,0,0,,46,120,0.383,0.383,37,49,0.755,49,94,143,14,8,8,21,45,129,0,
davisan01,Antonio Davis,CENTER,35,CHICAGO BULLS,65,64,2032,220,540,0.407,0,0,,220,540,0.407,0.407,139,181,0.768,158,370,528,123,29,57,93,161,579,0,
thomaet01,Etan Thomas,CENTER,25,WASHINGTON WIZARDS,79,15,1901,257,526,0.489,0,0,,257,526,0.489,0.489,191,295,0.647,183,345,528,68,36,123,113,219,705,0,
hardaan01,Anfernee Hardaway,SHOOTING GUARD,32,PHOENIX SUNS,34,10,876,120,271,0.443,14,35,0.4,106,236,0.449,0.469,42,49,0.857,27,71,98,97,28,8,42,65,296,0,
hardaan01,Anfernee Hardaway,SHOOTING GUARD,32,NEW YORK KNICKS,42,4,1219,159,408,0.39,16,44,0.364,143,364,0.393,0.409,69,89,0.775,42,147,189,79,42,12,65,81,403,0,
robingl01,Glenn Robinson,SMALL FORWARD,31,PHILADELPHIA 76ERS,42,42,1336,275,614,0.448,34,100,0.34,241,514,0.469,0.476,114,137,0.832,46,143,189,57,42,9,106,96,698,0,
anderde01,Derek Anderson,SHOOTING GUARD,29,PORTLAND TRAIL BLAZERS,51,46,1810,230,612,0.376,79,259,0.305,151,353,0.428,0.44,155,188,0.824,26,156,182,228,66,3,90,79,694,0,
jacksbo01,Bobby Jackson,SHOOTING GUARD,30,SACRAMENTO KINGS,50,0,1185,263,592,0.444,81,219,0.37,182,373,0.488,0.513,82,109,0.752,55,119,174,105,49,8,63,106,689,0,6MOY-4
mckieaa01,Aaron McKie,SMALL FORWARD,31,PHILADELPHIA 76ERS,75,41,2112,265,577,0.459,75,172,0.436,190,405,0.469,0.524,84,111,0.757,45,208,253,195,85,23,103,142,689,0,
okurme01,Mehmet Okur,POWER FORWARD,24,DETROIT PISTONS,71,33,1580,251,542,0.463,18,48,0.375,233,494,0.472,0.48,162,209,0.775,160,261,421,69,36,63,101,138,682,0,
petermo01,Morris Peterson,SMALL FORWARD,26,TORONTO RAPTORS,82,29,2148,238,587,0.405,126,340,0.371,112,247,0.453,0.513,76,94,0.809,35,226,261,113,88,14,69,206,678,0,
hayesja01,Jarvis Hayes,SMALL FORWARD,22,WASHINGTON WIZARDS,70,42,2044,278,695,0.4,40,131,0.305,238,564,0.422,0.429,77,98,0.786,71,193,264,106,71,11,110,157,673,0,
ratlith01,Theo Ratliff,CENTER,30,ATLANTA HAWKS,53,52,1648,171,373,0.458,0,0,,171,373,0.458,0.458,96,147,0.653,105,276,381,51,30,166,86,189,438,0,
ratlith01,Theo Ratliff,CENTER,30,PORTLAND TRAIL BLAZERS,32,31,1016,95,176,0.54,0,0,,95,176,0.54,0.54,44,70,0.629,90,143,233,20,24,141,34,111,234,0,
battish01,Shane Battier,SMALL FORWARD,25,MEMPHIS GRIZZLIES,79,1,1947,242,543,0.446,65,186,0.349,177,357,0.496,0.506,120,164,0.732,102,201,303,101,101,58,56,187,669,0,6MOY-8
dixonju01,Juan Dixon,SHOOTING GUARD,25,WASHINGTON WIZARDS,71,16,1478,247,637,0.388,59,198,0.298,188,439,0.428,0.434,111,139,0.799,30,118,148,137,82,4,104,111,664,0,
grantbr01,Brian Grant,CENTER,31,MIAMI HEAT,76,76,2303,289,613,0.471,0,1,0.0,289,612,0.472,0.471,86,110,0.782,174,350,524,69,51,35,82,254,664,0,
dalemsa01,Samuel Dalembert,CENTER,22,PHILADELPHIA 76ERS,82,53,2197,270,499,0.541,0,1,0.0,270,498,0.542,0.541,112,174,0.644,194,432,626,21,44,189,86,273,652,0,
andersh01,Shandon Anderson,SHOOTING GUARD,30,NEW YORK KNICKS,80,37,1974,238,564,0.422,36,128,0.281,202,436,0.463,0.454,123,161,0.764,53,169,222,122,68,17,118,182,635,0,
barrybr01,Brent Barry,SHOOTING GUARD,32,SEATTLE SUPERSONICS,59,53,1803,215,427,0.504,114,252,0.452,101,175,0.577,0.637,91,110,0.827,21,183,204,342,85,16,139,121,635,0,
claxtsp01,Speedy Claxton,POINT GUARD,25,GOLDEN STATE WARRIORS,60,29,1595,224,524,0.427,4,22,0.182,220,502,0.438,0.431,182,224,0.813,38,118,156,267,97,9,102,146,634,0,
butleca01,Caron Butler,SMALL FORWARD,23,MIAMI HEAT,68,56,2030,240,631,0.38,10,42,0.238,230,589,0.39,0.388,133,176,0.756,92,234,326,126,75,13,91,162,623,0,
cambyma01,Marcus Camby,CENTER,29,DENVER NUGGETS,72,72,2162,262,549,0.477,0,2,0.0,262,547,0.479,0.477,98,136,0.721,211,516,727,132,86,187,98,239,622,0,
glovedi01,Dion Glover,SHOOTING GUARD,25,ATLANTA HAWKS,55,26,1465,205,524,0.391,36,105,0.343,169,419,0.403,0.426,110,142,0.775,54,183,237,115,40,17,83,106,556,0,
glovedi01,Dion Glover,SHOOTING GUARD,25,TORONTO RAPTORS,14,4,178,25,65,0.385,4,14,0.286,21,51,0.412,0.415,10,14,0.714,4,25,29,15,10,2,19,17,64,0,
kukocto01,Toni Kukoč,POWER FORWARD,35,MILWAUKEE BUCKS,73,0,1522,211,506,0.417,49,168,0.292,162,338,0.479,0.465,145,199,0.729,60,211,271,200,59,21,110,110,616,0,
wrighlo02,Lorenzen Wright,CENTER,28,MEMPHIS GRIZZLIES,65,46,1674,257,586,0.439,0,5,0.0,257,581,0.442,0.439,96,131,0.733,144,301,445,71,45,58,77,192,610,0,
mccarwa01,Walter McCarty,POWER FORWARD,29,BOSTON CELTICS,77,23,1900,203,523,0.388,137,366,0.374,66,157,0.42,0.519,62,82,0.756,28,211,239,124,72,22,91,179,605,0,
georgde01,Devean George,SMALL FORWARD,26,LOS ANGELES LAKERS,82,48,1951,233,571,0.408,65,186,0.349,168,385,0.436,0.465,73,96,0.76,87,245,332,112,81,38,88,189,604,0,
cheanca01,Calbert Cheaney,SMALL FORWARD,32,GOLDEN STATE WARRIORS,79,7,2067,278,578,0.481,0,10,0.0,278,568,0.489,0.481,47,77,0.61,77,183,260,136,60,12,85,184,603,0,
surabo01,Bob Sura,SHOOTING GUARD,30,DETROIT PISTONS,53,0,707,71,173,0.41,9,36,0.25,62,137,0.453,0.436,48,69,0.696,30,73,103,89,37,9,39,86,199,0,
surabo01,Bob Sura,SHOOTING GUARD,30,ATLANTA HAWKS,27,18,956,131,312,0.42,12,43,0.279,119,269,0.442,0.439,123,157,0.783,70,153,223,144,25,5,66,72,397,2,
mohamna01,Nazr Mohammed,CENTER,26,ATLANTA HAWKS,53,1,938,138,280,0.493,0,0,,138,280,0.493,0.493,69,110,0.627,101,166,267,20,22,27,55,113,345,0,
mohamna01,Nazr Mohammed,CENTER,26,NEW YORK KNICKS,27,23,673,108,192,0.563,0,0,,108,192,0.563,0.563,31,59,0.525,77,130,207,16,33,25,41,82,247,0,
skinnbr01,Brian Skinner,CENTER,27,MILWAUKEE BUCKS,56,54,1577,255,513,0.497,0,0,,255,513,0.497,0.497,79,138,0.572,119,292,411,49,30,61,78,165,589,0,
fishede01,Derek Fisher,SHOOTING GUARD,29,LOS ANGELES LAKERS,82,3,1769,203,576,0.352,52,179,0.291,151,397,0.38,0.398,122,153,0.797,30,122,152,187,103,4,79,115,580,0,
howarjo01,Josh Howard,SMALL FORWARD,23,DALLAS MAVERICKS,67,29,1589,229,532,0.43,20,66,0.303,209,466,0.448,0.449,97,138,0.703,149,219,368,97,69,54,67,168,575,0,
jonesda01,Damon Jones,POINT GUARD,27,MILWAUKEE BUCKS,82,26,2016,210,524,0.401,98,273,0.359,112,251,0.446,0.494,55,72,0.764,15,155,170,478,30,4,103,92,573,0,
lopezra01,Raül López,POINT GUARD,23,UTAH JAZZ,82,11,1617,223,517,0.431,25,85,0.294,198,432,0.458,0.456,101,117,0.863,24,131,155,305,62,2,174,200,572,0,
daniean01,Antonio Daniels,POINT GUARD,28,SEATTLE SUPERSONICS,71,32,1512,187,398,0.47,42,116,0.362,145,282,0.514,0.523,155,184,0.842,23,119,142,298,45,6,61,64,571,0,
crawfch01,Chris Crawford,POWER FORWARD,28,ATLANTA HAWKS,56,25,1207,211,471,0.448,44,113,0.389,167,358,0.466,0.495,103,119,0.866,58,117,175,45,37,20,55,131,569,0,
bowenbr01,Bruce Bowen,SMALL FORWARD,32,SAN ANTONIO SPURS,82,82,2624,211,502,0.42,77,212,0.363,134,290,0.462,0.497,66,114,0.579,45,208,253,113,84,33,90,166,565,0,"DPOY-4 , DEF1"
medvest01,Stanislav Medvedenko,POWER FORWARD,24,LOS ANGELES LAKERS,68,38,1442,237,537,0.441,0,3,0.0,237,534,0.444,0.441,89,116,0.767,148,195,343,57,38,18,59,191,563,0,
wilcoch01,Chris Wilcox,CENTER,21,LOS ANGELES CLIPPERS,65,17,1340,227,436,0.521,0,1,0.0,227,435,0.522,0.521,105,150,0.7,125,180,305,51,29,20,80,183,559,0,
malonka01,Karl Malone,POWER FORWARD,40,LOS ANGELES LAKERS,42,42,1373,193,400,0.483,0,1,0.0,193,399,0.484,0.483,168,225,0.747,61,306,367,163,50,20,103,116,554,1,
barbole01,Leandro Barbosa,POINT GUARD,21,PHOENIX SUNS,70,46,1500,210,470,0.447,83,210,0.395,127,260,0.488,0.535,47,61,0.77,23,100,123,165,93,7,120,184,550,0,
hasleud01,Udonis Haslem,POWER FORWARD,23,MIAMI HEAT,75,24,1795,205,447,0.459,0,3,0.0,205,444,0.462,0.459,140,183,0.765,189,284,473,51,33,24,74,197,550,0,
whitero02,Rodney White,SMALL FORWARD,23,DENVER NUGGETS,72,0,985,215,468,0.459,33,87,0.379,182,381,0.478,0.495,78,104,0.75,44,121,165,60,32,20,78,105,541,0,
gillke01,Kendall Gill,SHOOTING GUARD,35,CHICAGO BULLS,56,35,1411,215,548,0.392,9,38,0.237,206,510,0.404,0.401,100,136,0.735,61,129,190,89,65,16,83,107,539,0,
rogerro01,Rodney Rogers,POWER FORWARD,32,NEW JERSEY NETS,69,15,1409,207,505,0.41,50,152,0.329,157,353,0.445,0.459,75,98,0.765,100,207,307,137,59,27,98,183,539,0,
atkinch01,Chucky Atkins,POINT GUARD,29,DETROIT PISTONS,40,0,751,88,235,0.374,42,130,0.323,46,105,0.438,0.464,31,43,0.721,6,42,48,95,19,1,48,60,249,0,
atkinch01,Chucky Atkins,POINT GUARD,29,BOSTON CELTICS,24,24,793,104,249,0.418,39,111,0.351,65,138,0.471,0.496,42,54,0.778,3,42,45,128,26,1,44,42,289,0,
haywobr01,Brendan Haywood,CENTER,24,WASHINGTON WIZARDS,77,59,1484,200,388,0.515,0,1,0.0,200,387,0.517,0.515,137,234,0.585,186,201,387,43,32,100,80,154,537,0,
bakervi01,Vin Baker,POWER FORWARD,32,BOSTON CELTICS,37,33,1000,168,333,0.505,0,1,0.0,168,332,0.506,0.505,82,112,0.732,76,134,210,54,22,23,52,98,418,0,
bakervi01,Vin Baker,POWER FORWARD,32,NEW YORK KNICKS,17,0,313,40,99,0.404,1,2,0.5,39,97,0.402,0.409,32,45,0.711,36,34,70,12,7,9,25,62,113,0,
hoibefr01,Fred Hoiberg,SHOOTING GUARD,31,MINNESOTA TIMBERWOLVES,79,3,1804,178,383,0.465,76,172,0.442,102,211,0.483,0.564,98,116,0.845,21,247,268,109,66,10,44,136,530,0,6MOY-15
ostergr01,Greg Ostertag,CENTER,30,UTAH JAZZ,78,51,2153,208,437,0.476,0,1,0.0,208,436,0.477,0.476,113,195,0.579,221,357,578,123,30,139,99,228,529,0,
rosema01,Malik Rose,POWER FORWARD,29,SAN ANTONIO SPURS,67,13,1256,173,404,0.428,0,3,0.0,173,401,0.431,0.428,183,225,0.813,110,210,320,69,36,24,112,164,529,0,
patteru01,Ruben Patterson,SMALL FORWARD,28,PORTLAND TRAIL BLAZERS,73,1,1651,200,395,0.506,2,12,0.167,198,383,0.517,0.509,105,190,0.553,129,139,268,139,84,21,105,152,507,0,
harprma01,Matt Harpring,SMALL FORWARD,27,UTAH JAZZ,31,31,1134,193,410,0.471,8,33,0.242,185,377,0.491,0.48,108,157,0.688,91,156,247,63,22,2,65,102,502,0,
kamanch01,Chris Kaman,CENTER,21,LOS ANGELES CLIPPERS,82,61,1843,200,435,0.46,0,2,0.0,200,433,0.462,0.46,99,142,0.697,126,335,461,85,23,73,155,211,499,0,
boganke01,Keith Bogans,SMALL FORWARD,23,ORLANDO MAGIC,73,36,1787,183,454,0.403,67,187,0.358,116,267,0.434,0.477,65,103,0.631,106,211,317,98,46,10,75,128,498,0,
fosteje01,Jeff Foster,CENTER,27,INDIANA PACERS,82,79,1961,197,362,0.544,0,4,0.0,197,358,0.55,0.544,103,154,0.669,248,362,610,64,71,27,60,189,497,0,
jaricma01,Marko Jarić,POINT GUARD,25,LOS ANGELES CLIPPERS,58,50,1760,185,477,0.388,51,150,0.34,134,327,0.41,0.441,74,101,0.733,44,131,175,281,93,20,115,132,495,0,
willial02,Alvin Williams,SHOOTING GUARD,29,TORONTO RAPTORS,56,54,1730,201,496,0.405,26,89,0.292,175,407,0.43,0.431,66,85,0.776,18,132,150,224,55,10,78,114,494,0,
vanexni01,Nick Van Exel,POINT GUARD,32,GOLDEN STATE WARRIORS,39,29,1255,187,479,0.39,46,150,0.307,141,329,0.429,0.438,70,99,0.707,16,88,104,206,20,2,78,57,490,0,
collija03,Jarron Collins,CENTER,25,UTAH JAZZ,81,31,1732,147,295,0.498,0,1,0.0,147,294,0.5,0.498,188,262,0.718,117,199,316,77,26,18,79,255,482,0,
mihmch01,Chris Mihm,POWER FORWARD,24,CLEVELAND CAVALIERS,22,1,391,59,127,0.465,0,0,,59,127,0.465,0.465,34,48,0.708,47,93,140,10,9,22,25,58,152,0,
mihmch01,Chris Mihm,CENTER,24,BOSTON CELTICS,54,16,939,127,254,0.5,0,0,,127,254,0.5,0.5,76,118,0.644,109,164,273,11,28,41,65,150,330,0,
banksma01,Marcus Banks,POINT GUARD,22,BOSTON CELTICS,81,2,1385,177,442,0.4,27,86,0.314,150,356,0.421,0.431,99,131,0.756,30,103,133,175,88,13,125,171,480,0,
harrilu01,Lucious Harris,POINT GUARD,33,NEW JERSEY NETS,69,15,1504,187,463,0.404,38,101,0.376,149,362,0.412,0.445,66,78,0.846,39,101,140,135,41,2,53,74,478,0,
daniema01,Marquis Daniels,SHOOTING GUARD,23,DALLAS MAVERICKS,56,15,1039,203,411,0.494,11,36,0.306,192,375,0.512,0.507,60,78,0.769,66,80,146,116,53,12,44,51,477,0,ROY-6
jacobca01,Casey Jacobsen,SMALL FORWARD,22,PHOENIX SUNS,78,13,1828,150,360,0.417,75,180,0.417,75,180,0.417,0.521,91,111,0.82,42,159,201,98,48,9,68,144,466,0,
jeffrja01,Jared Jeffries,POWER FORWARD,22,WASHINGTON WIZARDS,82,38,1913,177,469,0.377,5,30,0.167,172,439,0.392,0.383,105,171,0.614,180,244,424,93,48,28,107,212,464,0,
collija04,Jason Collins,CENTER,25,NEW JERSEY NETS,78,78,2220,163,384,0.424,0,2,0.0,163,382,0.427,0.424,136,184,0.739,143,257,400,153,67,56,97,251,462,0,
watsoea01,Earl Watson,POINT GUARD,24,MEMPHIS GRIZZLIES,81,14,1669,172,464,0.371,26,106,0.245,146,358,0.408,0.399,90,138,0.652,49,129,178,402,91,19,146,175,460,0,DPOY-10
eisleho01,Howard Eisley,POINT GUARD,31,NEW YORK KNICKS,33,23,730,80,202,0.396,28,85,0.329,52,117,0.444,0.465,32,36,0.889,7,59,66,156,30,3,50,85,220,0,
eisleho01,Howard Eisley,POINT GUARD,31,PHOENIX SUNS,34,0,727,86,249,0.345,24,78,0.308,62,171,0.363,0.394,44,53,0.83,13,50,63,117,26,2,48,52,240,0,
potapvi01,Vitaly Potapenko,CENTER,28,SEATTLE SUPERSONICS,65,39,1419,200,409,0.489,0,0,,200,409,0.489,0.489,59,92,0.641,101,188,289,53,22,28,77,161,459,0,
rushka01,Kareem Rush,SHOOTING GUARD,23,LOS ANGELES LAKERS,72,15,1244,190,432,0.44,48,138,0.348,142,294,0.483,0.495,31,52,0.596,20,77,97,59,33,20,48,109,459,0,
johnsan02,Anthony Johnson,POINT GUARD,29,INDIANA PACERS,73,7,1598,167,411,0.406,41,122,0.336,126,289,0.436,0.456,75,94,0.798,28,102,130,202,64,8,75,138,450,0,
williaa01,Aaron Williams,CENTER,32,NEW JERSEY NETS,72,7,1337,172,342,0.503,1,3,0.333,171,339,0.504,0.504,105,155,0.677,101,193,294,81,34,46,89,187,450,0,
blakest01,Steve Blake,POINT GUARD,23,WASHINGTON WIZARDS,75,14,1392,157,407,0.386,75,202,0.371,82,205,0.4,0.478,55,67,0.821,18,99,117,209,57,7,128,100,444,0,
salmojo01,John Salmons,SHOOTING GUARD,24,PHILADELPHIA 76ERS,77,24,1603,161,416,0.387,50,147,0.34,111,269,0.413,0.447,71,92,0.772,38,158,196,134,62,16,77,122,443,0,
voskuja01,Jake Voskuhl,CENTER,26,PHOENIX SUNS,66,43,1606,152,300,0.507,0,0,,152,300,0.507,0.507,134,181,0.74,123,220,343,57,42,25,77,258,438,0,
simmobo01,Bobby Simmons,SMALL FORWARD,23,LOS ANGELES CLIPPERS,56,8,1376,147,373,0.394,2,12,0.167,145,361,0.402,0.397,141,169,0.834,115,147,262,96,51,17,73,169,437,0,
tinslja01,Jamaal Tinsley,POINT GUARD,25,INDIANA PACERS,52,43,1378,153,370,0.414,77,207,0.372,76,163,0.466,0.518,49,67,0.731,28,108,136,303,84,17,110,132,432,0,
peelean01,Anthony Peeler,SHOOTING GUARD,34,SACRAMENTO KINGS,75,0,1391,156,348,0.448,68,141,0.482,88,207,0.425,0.546,51,61,0.836,31,122,153,120,56,10,77,103,431,0,
webbech01,Chris Webber,POWER FORWARD,30,SACRAMENTO KINGS,23,23,831,174,421,0.413,1,5,0.2,173,416,0.416,0.414,81,114,0.711,48,152,200,105,31,20,60,76,430,0,
gadzuda01,Dan Gadzuric,CENTER,25,MILWAUKEE BUCKS,75,0,1260,183,349,0.524,0,1,0.0,183,348,0.526,0.524,58,118,0.492,126,220,346,28,51,105,45,186,424,0,
wardch01,Charlie Ward,POINT GUARD,33,NEW YORK KNICKS,35,10,827,115,260,0.442,59,138,0.428,56,122,0.459,0.556,16,21,0.762,10,86,96,170,47,8,69,74,305,0,
wardch01,Charlie Ward,POINT GUARD,33,SAN ANTONIO SPURS,36,0,425,45,130,0.346,25,68,0.368,20,62,0.323,0.442,4,6,0.667,2,46,48,45,17,3,27,33,119,0,
willije01,Jerome Williams,POWER FORWARD,30,TORONTO RAPTORS,15,12,407,28,57,0.491,0,1,0.0,28,56,0.5,0.491,21,29,0.724,35,93,128,11,19,3,23,30,77,0,
willije01,Jerome Williams,POWER FORWARD,30,CHICAGO BULLS,53,32,1230,130,279,0.466,0,7,0.0,130,272,0.478,0.466,85,126,0.675,142,205,347,61,71,5,51,104,345,0,
catoke01,Kelvin Cato,POWER FORWARD,29,HOUSTON ROCKETS,69,67,1743,161,360,0.447,0,0,,161,360,0.447,0.447,96,142,0.676,153,319,472,72,52,96,84,203,418,0,
houseed01,Eddie House,SHOOTING GUARD,25,LOS ANGELES CLIPPERS,60,10,1188,161,449,0.359,51,136,0.375,110,313,0.351,0.415,36,45,0.8,28,110,138,148,65,4,63,92,409,0,
battito01,Tony Battie,CENTER,27,BOSTON CELTICS,23,6,501,56,117,0.479,1,1,1.0,55,116,0.474,0.483,23,33,0.697,39,79,118,21,8,20,24,55,136,0,
battito01,Tony Battie,CENTER,27,CLEVELAND CAVALIERS,50,1,977,114,267,0.427,1,8,0.125,113,259,0.436,0.429,43,56,0.768,79,162,241,37,18,47,39,104,272,0,
hassetr01,Trenton Hassell,SHOOTING GUARD,24,MINNESOTA TIMBERWOLVES,81,74,2264,177,381,0.465,4,13,0.308,173,368,0.47,0.47,48,61,0.787,68,189,257,133,36,54,46,200,406,0,
augmost01,Stacey Augmon,SMALL FORWARD,35,NEW ORLEANS HORNETS,69,24,1416,143,347,0.412,1,7,0.143,142,340,0.418,0.414,110,139,0.791,52,122,174,85,55,15,76,114,397,0,
jonesfr01,Fred Jones,SHOOTING GUARD,24,INDIANA PACERS,81,2,1508,123,311,0.395,27,89,0.303,96,222,0.432,0.439,124,149,0.832,25,101,126,173,65,18,73,132,397,0,
mashbja01,Jamal Mashburn,SMALL FORWARD,31,NEW ORLEANS HORNETS,19,18,730,156,398,0.392,19,67,0.284,137,331,0.414,0.416,65,80,0.813,19,98,117,47,14,5,37,42,396,0,
horryro01,Robert Horry,POWER FORWARD,33,SAN ANTONIO SPURS,81,1,1290,141,348,0.405,41,108,0.38,100,240,0.417,0.464,69,107,0.645,108,164,272,101,48,49,55,165,392,0,
fordtj01,T.J. Ford,POINT GUARD,20,MILWAUKEE BUCKS,55,55,1472,153,398,0.384,5,21,0.238,148,377,0.393,0.391,80,98,0.816,37,140,177,356,60,3,139,123,391,0,
croshau01,Austin Croshere,POWER FORWARD,28,INDIANA PACERS,77,0,1051,119,307,0.388,56,144,0.389,63,163,0.387,0.479,93,104,0.894,60,183,243,52,24,14,55,101,387,0,
drobnpr01,Predrag Drobnjak,CENTER,28,LOS ANGELES CLIPPERS,61,14,949,149,379,0.393,11,36,0.306,138,343,0.402,0.408,73,86,0.849,54,142,196,39,22,24,48,85,382,0,
pavloal01,Sasha Pavlović,SMALL FORWARD,20,UTAH JAZZ,79,14,1144,149,376,0.396,19,70,0.271,130,306,0.425,0.422,65,84,0.774,44,115,159,60,41,16,67,187,382,0,
ridnolu01,Luke Ridnour,POINT GUARD,22,SEATTLE SUPERSONICS,69,6,1114,145,350,0.414,27,80,0.338,118,270,0.437,0.453,65,79,0.823,35,73,108,163,52,7,80,105,382,0,
stricro02,Rod Strickland,POINT GUARD,37,ORLANDO MAGIC,46,9,915,122,269,0.454,10,33,0.303,112,236,0.475,0.472,57,76,0.75,24,94,118,185,27,7,67,59,311,0,
stricro02,Rod Strickland,POINT GUARD,37,TORONTO RAPTORS,15,1,282,28,84,0.333,0,3,0.0,28,81,0.346,0.333,15,22,0.682,10,27,37,59,8,4,18,17,71,0,
outlabo01,Bo Outlaw,POWER FORWARD,32,MEMPHIS GRIZZLIES,82,1,1606,159,312,0.51,0,4,0.0,159,308,0.516,0.51,61,116,0.526,125,217,342,90,73,70,69,170,379,0,
trentga01,Gary Trent,CENTER,29,MINNESOTA TIMBERWOLVES,68,2,1025,155,328,0.473,0,6,0.0,155,322,0.481,0.473,69,91,0.758,83,133,216,49,12,17,54,129,379,0,
lynchge01,George Lynch,SMALL FORWARD,33,NEW ORLEANS HORNETS,78,51,1701,149,375,0.397,43,139,0.309,106,236,0.449,0.455,34,51,0.667,96,216,312,117,48,18,64,159,375,0,
greenwi01,Willie Green,SHOOTING GUARD,22,PHILADELPHIA 76ERS,53,0,767,143,357,0.401,19,61,0.311,124,296,0.419,0.427,59,81,0.728,16,49,65,53,26,5,59,83,364,0,
mutomdi01,Dikembe Mutombo,CENTER,37,NEW YORK KNICKS,65,56,1494,141,295,0.478,0,0,,141,295,0.478,0.478,81,119,0.681,145,292,437,25,17,123,54,141,363,0,
stackje01,Jerry Stackhouse,SMALL FORWARD,29,WASHINGTON WIZARDS,26,17,774,128,321,0.399,23,65,0.354,105,256,0.41,0.435,83,103,0.806,16,78,94,103,24,3,88,49,362,0,
traylro01,Robert Traylor,CENTER,26,NEW ORLEANS HORNETS,71,0,942,145,287,0.505,2,5,0.4,143,282,0.507,0.509,70,128,0.547,106,156,262,43,39,37,62,161,362,0,
campbel01,Elden Campbell,CENTER,35,DETROIT PISTONS,65,27,892,138,314,0.439,0,0,,138,314,0.439,0.439,85,124,0.685,52,157,209,45,21,50,63,137,361,0,
doolike01,Keyon Dooling,POINT GUARD,23,LOS ANGELES CLIPPERS,58,24,1137,137,352,0.389,8,46,0.174,129,306,0.422,0.401,78,94,0.83,17,62,79,130,45,6,65,108,360,0,
fizerma01,Marcus Fizer,SMALL FORWARD,25,CHICAGO BULLS,46,2,738,134,350,0.383,2,17,0.118,132,333,0.396,0.386,90,120,0.75,61,141,202,43,16,8,51,97,360,0,
smithst01,Steve Smith,SHOOTING GUARD,34,NEW ORLEANS HORNETS,71,4,929,119,293,0.406,43,107,0.402,76,186,0.409,0.48,77,83,0.928,27,54,81,56,15,6,42,91,358,0,
barryjo01,Jon Barry,SHOOTING GUARD,34,DENVER NUGGETS,57,9,1101,120,297,0.404,51,138,0.37,69,159,0.434,0.49,60,71,0.845,25,98,123,147,57,8,53,66,351,0,
boothca01,Calvin Booth,CENTER,27,SEATTLE SUPERSONICS,71,35,1206,135,290,0.466,0,2,0.0,135,288,0.469,0.466,75,94,0.798,86,194,280,28,17,101,45,150,345,0,
robined01,Eddie Robinson,SMALL FORWARD,27,CHICAGO BULLS,51,4,1024,157,326,0.482,1,5,0.2,156,321,0.486,0.483,28,43,0.651,27,77,104,58,33,10,45,57,343,0,
diawbo01,Boris Diaw,SHOOTING GUARD,21,ATLANTA HAWKS,76,37,1919,140,313,0.447,6,26,0.231,134,287,0.467,0.457,56,93,0.602,111,231,342,182,59,37,126,191,342,0,
